name;location;category;subCategory;unit;type;ubp06;ipcc2007;metaData
hard coal, burned in power plant;BE;hard coal;power plants;MJ;Technosphere;74,31800 ;0,11000 ;Energy conversion for electricity production. Use of fuel oil for startup is accounted for. Particle removal is included in this module. DeSOx and DeNOx are described in different modules, they are applied here according to the actual use in the country, SOx and NOx emissions are the reduced ones. It is assumed that 25 % of the plants are river cooled, 75 % use cooling tower (average UCTE). The water treatment is described in separate modules. The disposal of non-recycled ashes is modelled separately.
hard coal, burned in power plant;ES;hard coal;power plants;MJ;Technosphere;97,35500 ;0,11000 ;Energy conversion for electricity production. Use of fuel oil for startup is accounted for. Particle removal is included in this module. DeSOx and DeNOx are described in different modules, they are applied here according to the actual use in the country, SOx and NOx emissions are the reduced ones. It is assumed that 25 % of the plants are river cooled, 75 % use cooling tower (average UCTE). The water treatment is described in separate modules. The disposal of non-recycled ashes is modelled separately.
hard coal, burned in power plant;FR;hard coal;power plants;MJ;Technosphere;79,13700 ;0,10000 ;Energy conversion for electricity production. Use of fuel oil for startup is accounted for. Particle removal is included in this module. DeSOx and DeNOx are described in different modules, they are applied here according to the actual use in the country, SOx and NOx emissions are the reduced ones. It is assumed that 25 % of the plants are river cooled, 75 % use cooling tower (average UCTE). The water treatment is described in separate modules. The disposal of non-recycled ashes is modelled separately.
hard coal, burned in power plant;IT;hard coal;power plants;MJ;Technosphere;76,24500 ;0,11000 ;Energy conversion for electricity production. Use of fuel oil for startup is accounted for. Particle removal is included in this module. DeSOx and DeNOx are described in different modules, they are applied here according to the actual use in the country, SOx and NOx emissions are the reduced ones. It is assumed that 25 % of the plants are river cooled, 75 % use cooling tower (average UCTE). The water treatment is described in separate modules. The disposal of non-recycled ashes is modelled separately.
hard coal, burned in power plant;NL;hard coal;power plants;MJ;Technosphere;56,71800 ;0,10000 ;Energy conversion for electricity production. Use of fuel oil for startup is accounted for. Particle removal is included in this module. DeSOx and DeNOx are described in different modules, they are applied here according to the actual use in the country, SOx and NOx emissions are the reduced ones. It is assumed that 25 % of the plants are river cooled, 75 % use cooling tower (average UCTE). The water treatment is described in separate modules. The disposal of non-recycled ashes is modelled separately.
hard coal, burned in power plant;PT;hard coal;power plants;MJ;Technosphere;79,09300 ;0,10000 ;Energy conversion for electricity production. Use of fuel oil for startup is accounted for. Particle removal is included in this module. DeSOx and DeNOx are described in different modules, they are applied here according to the actual use in the country, SOx and NOx emissions are the reduced ones. It is assumed that 25 % of the plants are river cooled, 75 % use cooling tower (average UCTE). The water treatment is described in separate modules. The disposal of non-recycled ashes is modelled separately.
hard coal, burned in power plant;DE;hard coal;power plants;MJ;Technosphere;51,63100 ;0,11000 ;Energy conversion for electricity production. Use of fuel oil for startup is accounted for. Particle removal is included in this module. DeSOx and DeNOx are described in different modules, they are applied here according to the actual use in the country, SOx and NOx emissions are the reduced ones. It is assumed that 25 % of the plants are river cooled, 75 % use cooling tower (average UCTE). The water treatment is described in separate modules. The disposal of non-recycled ashes is modelled separately.
hard coal, burned in power plant;CZ;hard coal;power plants;MJ;Technosphere;52,30300 ;0,11000 ;Energy conversion for electricity production. Use of fuel oil for startup is accounted for. Particle removal is included in this module. DeSOx and DeNOx are described in different modules, they are applied here according to the actual use in the country, SOx and NOx emissions are the reduced ones. It is assumed that 25 % of the plants are river cooled, 75 % use cooling tower (average UCTE). The water treatment is described in separate modules. The disposal of non-recycled ashes is modelled separately.
hard coal, burned in power plant;HR;hard coal;power plants;MJ;Technosphere;70,15800 ;0,11000 ;Energy conversion for electricity production. Use of fuel oil for startup is accounted for. Particle removal is included in this module. DeSOx and DeNOx are described in different modules, they are applied here according to the actual use in the country, SOx and NOx emissions are the reduced ones. It is assumed that 25 % of the plants are river cooled, 75 % use cooling tower (average UCTE). The water treatment is described in separate modules. The disposal of non-recycled ashes is modelled separately.
hard coal, burned in power plant;PL;hard coal;power plants;MJ;Technosphere;71,73100 ;0,11000 ;Energy conversion for electricity production. Use of fuel oil for startup is accounted for. Particle removal is included in this module. DeSOx and DeNOx are described in different modules, they are applied here according to the actual use in the country, SOx and NOx emissions are the reduced ones. It is assumed that 25 % of the plants are river cooled, 75 % use cooling tower (average UCTE). The water treatment is described in separate modules. The disposal of non-recycled ashes is modelled separately.
hard coal, burned in power plant;SK;hard coal;power plants;MJ;Technosphere;106,91000 ;0,11000 ;Energy conversion for electricity production. Use of fuel oil for startup is accounted for. Particle removal is included in this module. DeSOx and DeNOx are described in different modules, they are applied here according to the actual use in the country, SOx and NOx emissions are the reduced ones. It is assumed that 25 % of the plants are river cooled, 75 % use cooling tower (average UCTE). The water treatment is described in separate modules. The disposal of non-recycled ashes is modelled separately.
